,User_ID,Product_ID,Gender,Age,City_Category,Marital_Status,Product_Category
606,1001058,P00059642,M,26-35,B,0,1
607,1001058,P00144642,M,26-35,B,0,1
608,1001058,P00010842,M,26-35,B,0,8
609,1001068,P00088442,F,18-25,B,0,8
610,1001072,P00111842,F,36-45,C,0,8
611,1001074,P00115142,M,46-50,A,1,1
612,1001074,P00085542,M,46-50,A,1,5
613,1001075,P00103342,F,26-35,A,1,8
614,1001077,P00101842,M,26-35,A,0,6
615,1001078,P00196242,F,46-50,C,1,3
616,1001078,P00024142,F,46-50,C,1,8
617,1001078,P00344442,F,46-50,C,1,5
618,1001078,P00227742,F,46-50,C,1,5
619,1001079,P00173742,M,26-35,A,0,1
620,1001083,P00321942,M,55+,B,1,5
621,1001084,P00110542,M,0-17,C,0,8
622,1001087,P00293042,M,26-35,B,0,8
623,1001088,P00010842,F,0-17,A,0,8
624,1001088,P00251842,F,0-17,A,0,1
625,1001088,P00351142,F,0-17,A,0,1
626,1001088,P00075442,F,0-17,A,0,5
627,1001088,P00289942,F,0-17,A,0,3
628,1001088,P00109242,F,0-17,A,0,6
629,1001088,P00348042,F,0-17,A,0,5
630,1001094,P00240142,F,18-25,C,0,5
631,1001094,P00151742,F,18-25,C,0,8
632,1001096,P00146942,M,0-17,C,0,1
633,1001097,P00161942,M,18-25,A,0,5
634,1001100,P0095942,M,26-35,B,1,3
635,1001100,P00207042,M,26-35,B,1,5
636,1001100,P00227942,M,26-35,B,1,2
637,1001101,P00058742,M,36-45,A,0,16
638,1001102,P00250842,M,18-25,A,0,8
639,1001106,P00225842,M,18-25,C,0,2
640,1001106,P00198042,M,18-25,C,0,11
641,1001107,P00033342,F,51-55,C,1,5
642,1001109,P00274942,M,18-25,C,0,8
643,1001112,P00123742,M,18-25,A,0,11
644,1001112,P00074242,M,18-25,A,0,5
645,1001112,P00073842,M,18-25,A,0,1
646,1001112,P00047242,M,18-25,A,0,1
647,1001112,P00028442,M,18-25,A,0,1
648,1001112,P00157342,M,18-25,A,0,8
649,1001113,P00151742,M,18-25,B,0,8
650,1001114,P00188542,F,18-25,A,0,5
651,1001115,P00180442,F,26-35,C,0,11
652,1001115,P00325742,F,26-35,C,0,2
653,1001117,P00328142,M,18-25,B,0,8
654,1001117,P00116142,M,18-25,B,0,10
655,1001117,P00279542,M,18-25,B,0,8
656,1001117,P00036842,M,18-25,B,0,1
657,1001119,P00178842,M,36-45,B,1,2
658,1001119,P00204342,M,36-45,B,1,15
659,1001119,P00177342,M,36-45,B,1,8
660,1001120,P00191342,M,18-25,A,1,2
661,1001120,P00220342,M,18-25,A,1,5
662,1001121,P00049642,M,55+,C,1,8
663,1001124,P00145742,M,26-35,B,1,1
664,1001124,P0096342,M,26-35,B,1,8
665,1001125,P00103042,F,18-25,B,0,1
666,1001125,P00072442,F,18-25,B,0,2
667,1001128,P0099242,M,26-35,A,0,8
668,1001128,P00189042,M,26-35,A,0,8
669,1001129,P00117942,M,36-45,C,0,5
670,1001133,P00116842,M,18-25,C,0,2
671,1001137,P00086042,M,18-25,B,0,8
672,1001140,P00177842,F,46-50,B,1,8
673,1001140,P00191742,F,46-50,B,1,4
674,1001142,P00026042,M,18-25,B,0,8
675,1001142,P00145042,M,18-25,B,0,1
676,1001145,P00026042,M,51-55,A,1,8
677,1001147,P00025442,M,26-35,B,1,1
678,1001147,P00064042,M,26-35,B,1,3
679,1001150,P00328142,F,26-35,A,0,8
680,1001150,P00214142,F,26-35,A,0,8
681,1001150,P00022942,F,26-35,A,0,5
682,1001150,P00194042,F,26-35,A,0,8
683,1001150,P00197042,F,26-35,A,0,5
684,1001150,P00336942,F,26-35,A,0,5
685,1001150,P00259242,F,26-35,A,0,5
686,1001150,P00227942,F,26-35,A,0,2
687,1001151,P00019342,M,26-35,C,1,1
688,1001151,P00011942,M,26-35,C,1,8
689,1001155,P00000142,M,26-35,C,0,3
690,1001157,P00130742,M,46-50,C,0,1
691,1001162,P00059442,F,36-45,B,0,6
692,1001162,P00014542,F,36-45,B,0,8
693,1001162,P00319542,F,36-45,B,0,8
694,1001164,P00277642,F,26-35,A,1,2
695,1001165,P00066242,M,26-35,B,1,1
696,1001168,P00170942,F,26-35,A,1,5
697,1001170,P00279942,M,55+,A,1,8
698,1001172,P00086042,F,26-35,A,1,8
699,1001173,P00237842,F,26-35,A,0,5
700,1001175,P00329642,F,26-35,A,0,8
701,1001177,P00294542,F,26-35,C,1,8
702,1001181,P00111042,M,36-45,A,1,15
703,1001181,P00302642,M,36-45,A,1,16
704,1001182,P00241142,M,0-17,B,0,8
705,1001184,P00267542,F,26-35,C,1,1
706,1001186,P00280942,M,18-25,A,1,11
707,1001194,P00117742,F,26-35,B,1,8
708,1001194,P00131542,F,26-35,B,1,8
709,1001196,P00014542,F,18-25,C,0,8
710,1001202,P00049942,M,36-45,B,0,11
711,1001202,P00299142,M,36-45,B,0,5
712,1001202,P00223242,M,36-45,B,0,5
713,1001202,P00240042,M,36-45,B,0,5
714,1001202,P00208742,M,36-45,B,0,1
715,1001203,P00302342,F,26-35,A,0,8
716,1001203,P00224542,F,26-35,A,0,8
717,1001203,P00323942,F,26-35,A,0,8
718,1001203,P00125642,F,26-35,A,0,5
719,1001204,P00228542,M,26-35,B,0,2
720,1001205,P0096242,F,55+,C,1,4
721,1001209,P00346242,M,36-45,C,1,1
722,1001211,P00068442,M,18-25,A,0,18
723,1001216,P00200642,M,26-35,A,1,10
724,1001216,P00114942,M,26-35,A,1,1
725,1001218,P00208242,M,55+,B,1,8
726,1001220,P00081542,M,0-17,A,0,5
727,1001221,P00129342,M,18-25,B,0,1
728,1001222,P00247542,M,36-45,C,0,8
729,1001224,P00113542,M,51-55,B,0,8
730,1001224,P00116942,M,51-55,B,0,6
731,1001224,P00142242,M,51-55,B,0,8
732,1001228,P00289942,M,26-35,C,1,3
733,1001228,P00319842,M,26-35,C,1,3
734,1001230,P00044442,M,26-35,B,0,1
735,1001239,P00015642,F,26-35,B,0,8
736,1001239,P00279542,F,26-35,B,0,8
737,1001240,P00338442,F,18-25,B,1,1
738,1001242,P00134142,F,36-45,A,1,5
739,1001243,P00183442,M,36-45,B,1,1
740,1001243,P00277442,M,36-45,B,1,1
741,1001243,P00174542,M,36-45,B,1,11
742,1001243,P00365242,M,36-45,B,1,5
743,1001244,P00113642,M,26-35,A,1,8
744,1001244,P00289042,M,26-35,A,1,8
745,1001244,P00057242,M,26-35,A,1,5
746,1001244,P00338442,M,26-35,A,1,1
747,1001244,P00339842,M,26-35,A,1,1
748,1001246,P00016842,M,18-25,A,0,1
749,1001247,P00307542,M,36-45,B,0,1
750,1001251,P00250342,M,26-35,C,1,16
751,1001252,P00116342,M,55+,C,0,2
752,1001254,P00283142,F,18-25,B,0,13
753,1001254,P00273642,F,18-25,B,0,8
754,1001255,P00365842,M,26-35,A,0,8
755,1001259,P00112542,M,36-45,C,1,1
756,1001260,P00270942,M,26-35,B,0,1
757,1001260,P00339542,M,26-35,B,0,1
758,1001260,P00119442,M,26-35,B,0,5
759,1001262,P00312742,M,26-35,A,1,15
760,1001264,P00174142,M,26-35,A,0,3
761,1001264,P00173342,M,26-35,A,0,1
762,1001264,P0097242,M,26-35,A,0,1
763,1001264,P00205442,M,26-35,A,0,5
764,1001264,P00331942,M,26-35,A,0,5
765,1001264,P00237642,M,26-35,A,0,5
766,1001266,P00166742,M,26-35,B,1,5
767,1001266,P00130942,M,26-35,B,1,5
768,1001268,P00115542,M,51-55,B,1,8
769,1001269,P00251242,F,55+,C,1,5
770,1001270,P00285442,M,26-35,C,0,8
771,1001271,P00100742,F,46-50,C,1,5
772,1001272,P00057342,M,18-25,B,0,4
773,1001272,P00297042,M,18-25,B,0,8
774,1001273,P00116942,M,36-45,C,1,6
775,1001273,P00279942,M,36-45,C,1,8
776,1001273,P00126142,M,36-45,C,1,8
777,1001273,P00003442,M,36-45,C,1,4
778,1001274,P00118742,M,46-50,B,1,5
779,1001274,P00290342,M,46-50,B,1,8
780,1001279,P00177842,M,36-45,A,0,8
781,1001281,P00170042,M,26-35,C,0,8
782,1001283,P00210342,F,18-25,C,0,3
783,1001284,P00112442,M,46-50,A,1,6
784,1001284,P00126042,M,46-50,A,1,8
785,1001284,P00368442,M,46-50,A,1,11
786,1001285,P00148642,M,36-45,A,1,6
787,1001285,P00144242,M,36-45,A,1,5
788,1001285,P00018842,M,36-45,A,1,8
789,1001285,P00313342,M,36-45,A,1,5
790,1001285,P00298142,M,36-45,A,1,5
791,1001288,P00326642,F,36-45,C,0,8
792,1001291,P00188842,F,36-45,A,0,8
793,1001293,P00051442,M,26-35,C,0,8
794,1001294,P00209842,F,51-55,B,1,5
795,1001295,P00334242,F,36-45,C,1,1
796,1001297,P00134342,M,26-35,A,0,5
797,1001297,P00009342,M,26-35,A,0,1
798,1001298,P00014542,M,36-45,B,0,8
799,1001299,P00127642,M,26-35,B,0,1
800,1001301,P00246142,F,26-35,C,1,1
801,1001303,P00010742,M,26-35,A,0,1
802,1001303,P00163442,M,26-35,A,0,6
803,1001306,P00031842,M,26-35,B,0,1
804,1001306,P00055642,M,26-35,B,0,4
805,1001311,P00144642,M,18-25,C,0,1
806,1001311,P0096042,M,18-25,C,0,3
807,1001314,P00187442,F,18-25,C,0,2
808,1001316,P00258842,M,51-55,C,0,5
809,1001317,P00139942,M,46-50,B,1,5
810,1001317,P00178642,M,46-50,B,1,5
811,1001322,P00188742,M,55+,A,0,8
812,1001323,P00272042,F,36-45,C,0,8
813,1001323,P00057642,F,36-45,C,0,1
814,1001325,P00114842,M,26-35,B,1,5
815,1001328,P00282442,M,36-45,A,0,5
816,1001329,P00052842,M,18-25,B,0,10
817,1001329,P00221942,M,18-25,B,0,1
818,1001329,P00102142,M,18-25,B,0,13
819,1001333,P00159542,M,26-35,A,0,10
820,1001338,P00031542,M,26-35,A,1,5
821,1001339,P00059442,M,36-45,C,0,6
822,1001340,P00037042,M,26-35,A,0,1
823,1001340,P00200342,M,26-35,A,0,16
824,1001340,P00188542,M,26-35,A,0,5
825,1001342,P00044442,M,36-45,C,0,1
826,1001343,P00319342,M,36-45,B,0,5
827,1001343,P00116742,M,36-45,B,0,11
828,1001343,P0099342,M,36-45,B,0,5
829,1001354,P00134842,F,26-35,B,0,5
830,1001355,P00344442,F,46-50,A,0,5
831,1001356,P00027342,F,18-25,B,0,8
832,1001358,P00037142,M,36-45,C,1,1
833,1001360,P00003642,M,26-35,C,1,8
834,1001362,P00365042,M,36-45,B,0,6
835,1001367,P00025942,M,26-35,C,0,8
836,1001367,P00237542,M,26-35,C,0,1
837,1001369,P00225642,M,26-35,B,1,11
838,1001369,P00217442,M,26-35,B,1,1
839,1001370,P00180442,M,36-45,C,1,11
840,1001376,P00003242,F,46-50,C,1,8
841,1001377,P00228042,M,36-45,B,1,5
842,1001377,P00214842,M,36-45,B,1,14
843,1001377,P00142942,M,36-45,B,1,1
844,1001377,P00187842,M,36-45,B,1,1
845,1001380,P00230942,M,0-17,C,0,5
846,1001380,P00234542,M,0-17,C,0,5
847,1001381,P00351342,M,18-25,C,0,1
848,1001383,P00190542,F,26-35,A,0,3
849,1001383,P00102042,F,26-35,A,0,5
850,1001383,P00165842,F,26-35,A,0,14
851,1001383,P00125742,F,26-35,A,0,8
852,1001383,P00324442,F,26-35,A,0,11
853,1001386,P00111842,F,26-35,B,0,8
854,1001389,P00184442,M,26-35,B,1,1
855,1001389,P00315642,M,26-35,B,1,8
856,1001395,P00154642,M,26-35,B,1,8
857,1001395,P00006942,M,26-35,B,1,1
858,1001396,P00025442,F,26-35,A,1,1
859,1001397,P00116242,M,36-45,C,1,8
860,1001399,P00139942,M,18-25,C,0,5
861,1001400,P00173342,M,26-35,B,0,1
862,1001404,P00328442,M,51-55,B,1,5
863,1001407,P00157542,F,36-45,A,1,8
864,1001407,P00268442,F,36-45,A,1,8
865,1001408,P00112542,M,26-35,B,1,1
866,1001410,P00367742,M,51-55,B,1,11
867,1001410,P00232742,M,51-55,B,1,8
868,1001414,P00048142,M,18-25,C,0,1
869,1001418,P00255942,M,18-25,A,1,1
870,1001418,P00016342,M,18-25,A,1,1
871,1001420,P00131042,M,18-25,C,0,8
872,1001421,P00000242,F,0-17,A,0,2
873,1001421,P00111742,F,0-17,A,0,15
874,1001422,P00355142,M,36-45,B,0,1
875,1001422,P00090942,M,36-45,B,0,1
876,1001422,P00230342,M,36-45,B,0,5
877,1001425,P00246142,M,0-17,B,0,1
878,1001425,P00132242,M,0-17,B,0,5
879,1001426,P00133442,M,18-25,B,0,1
880,1001437,P00125542,M,51-55,C,0,6
881,1001437,P00339442,M,51-55,C,0,16
882,1001440,P00293242,M,36-45,C,0,8
883,1001441,P00274142,M,36-45,C,1,1
884,1001443,P00304242,M,36-45,C,1,1
885,1001444,P00338542,F,26-35,B,0,1
886,1001447,P00150842,M,18-25,A,0,11
887,1001447,P00058242,M,18-25,A,0,3
888,1001447,P00144042,M,18-25,A,0,2
889,1001447,P00157642,M,18-25,A,0,1
890,1001447,P00122542,M,18-25,A,0,11
891,1001448,P00206342,F,26-35,A,0,5
892,1001448,P00338042,F,26-35,A,0,5
893,1001448,P00232342,F,26-35,A,0,11
894,1001449,P00034842,M,36-45,A,1,5
895,1001449,P00082342,M,36-45,A,1,15
896,1001449,P00021142,M,36-45,A,1,5
897,1001449,P00267342,M,36-45,A,1,1
898,1001449,P00350042,M,36-45,A,1,6
899,1001450,P00317942,M,18-25,B,1,8
900,1001451,P00120342,M,36-45,B,0,5
901,1001451,P00183542,M,36-45,B,0,4
902,1001451,P00129142,M,36-45,B,0,1
903,1001457,P00148642,M,26-35,B,1,6
904,1001457,P00109542,M,26-35,B,1,8
905,1001457,P00232442,M,26-35,B,1,5
906,1001463,P00361842,M,51-55,C,1,15
907,1001464,P00295742,M,36-45,C,1,8
908,1001465,P00021242,M,51-55,B,1,8
909,1001465,P00326542,M,51-55,B,1,5
910,1001465,P00233042,M,51-55,B,1,1
911,1001466,P00303842,M,18-25,C,1,5
912,1001470,P00247042,M,18-25,A,1,5
913,1001470,P00044642,M,18-25,A,1,1
914,1001470,P00115242,M,18-25,A,1,5
915,1001471,P00350642,M,26-35,B,0,8
916,1001481,P00085442,M,36-45,C,0,12
917,1001483,P00086442,M,18-25,B,0,8
918,1001489,P00101842,F,36-45,A,1,6
919,1001490,P00127942,M,51-55,B,1,1
920,1001491,P00302042,M,18-25,B,0,5
921,1001496,P00020342,M,26-35,A,0,1
922,1001496,P00001942,M,26-35,A,0,5
923,1001496,P00071442,M,26-35,A,0,15
924,1001496,P00105142,M,26-35,A,0,1
925,1001497,P00006942,M,51-55,C,1,1
926,1001498,P00201442,M,18-25,A,0,1
927,1001505,P00365242,M,51-55,C,1,5
928,1001505,P00317842,M,51-55,C,1,8
929,1001507,P00327842,M,36-45,C,0,8
930,1001509,P00283942,M,0-17,B,0,5
931,1001512,P00117042,M,26-35,C,0,1
932,1001513,P00046742,F,36-45,C,1,1
933,1001514,P00295942,M,18-25,B,1,2
934,1001516,P00001142,F,26-35,B,0,5
935,1001516,P00340642,F,26-35,B,0,5
936,1001521,P00150942,F,26-35,C,1,6
937,1001530,P00199442,M,26-35,A,1,5
938,1001540,P00329542,M,46-50,A,1,1
939,1001542,P00280842,M,18-25,C,0,1
940,1001543,P00271942,M,26-35,C,0,5
941,1001545,P00329542,M,26-35,A,0,1
942,1001545,P00118142,M,26-35,A,0,8
943,1001551,P00188442,M,26-35,B,1,5
944,1001551,P00129642,M,26-35,B,1,5
945,1001552,P00109242,M,46-50,B,1,6
946,1001552,P00121142,M,46-50,B,1,8
947,1001552,P00086142,M,46-50,B,1,5
948,1001553,P00027142,F,26-35,C,0,8
949,1001554,P00126142,F,36-45,C,1,8
950,1001556,P00223142,M,18-25,A,1,5
951,1001562,P00155442,M,18-25,C,1,1
952,1001563,P00255842,F,0-17,B,0,16
953,1001564,P00241542,M,51-55,C,1,1
954,1001566,P00332242,M,36-45,C,0,1
955,1001571,P00147942,M,26-35,B,1,1
956,1001574,P00074142,M,26-35,C,1,3
957,1001579,P00216142,M,26-35,A,0,1
958,1001579,P00112942,M,26-35,A,0,1
959,1001579,P00228642,M,26-35,A,0,5
960,1001584,P00244042,M,26-35,B,0,1
961,1001585,P00207942,M,55+,C,1,6
962,1001587,P00299142,F,26-35,B,0,5
963,1001587,P00347142,F,26-35,B,0,5
964,1001587,P00075942,F,26-35,B,0,5
965,1001589,P00367142,M,26-35,B,0,11
966,1001591,P00112442,M,51-55,C,1,6
967,1001591,P00221442,M,51-55,C,1,1
968,1001592,P00329442,M,36-45,B,1,5
969,1001593,P00295742,M,26-35,C,1,8
970,1001593,P00184942,M,26-35,C,1,1
971,1001594,P00119742,F,36-45,B,0,5
972,1001595,P00181542,M,36-45,C,0,11
973,1001596,P00249542,F,18-25,B,0,1
974,1001597,P00016042,M,26-35,B,1,1
975,1001597,P00183242,M,26-35,B,1,5
976,1001599,P00270842,M,26-35,A,0,5
977,1001601,P00238442,M,26-35,C,0,6
978,1001602,P00249642,F,26-35,C,1,3
979,1001602,P00008542,F,26-35,C,1,2
980,1001605,P00189142,F,18-25,B,0,8
981,1001605,P00226142,F,18-25,B,0,8
982,1001605,P00002042,F,18-25,B,0,1
983,1001605,P00122542,F,18-25,B,0,11
984,1001605,P00239742,F,18-25,B,0,8
985,1001606,P00170342,F,36-45,A,0,1
986,1001607,P00311542,M,46-50,A,1,5
987,1001608,P00204442,M,26-35,B,1,8
988,1001608,P00220442,M,26-35,B,1,5
989,1001611,P00256842,M,26-35,B,0,5
990,1001611,P00000142,M,26-35,B,0,3
991,1001611,P0096942,M,26-35,B,0,3
992,1001611,P00194642,M,26-35,B,0,1
993,1001611,P00182642,M,26-35,B,0,2
994,1001613,P00000142,M,18-25,A,0,3
995,1001613,P00002742,M,18-25,A,0,8
996,1001613,P00244042,M,18-25,A,0,1
997,1001616,P00113142,M,26-35,C,1,1
998,1001616,P00278642,M,26-35,C,1,5
999,1001617,P00329542,M,26-35,C,0,1
1000,1001619,P00351142,M,51-55,C,1,1
1001,1001625,P00052842,M,46-50,C,1,10
1002,1001629,P00113242,M,18-25,B,1,1
1003,1001630,P0097342,M,46-50,C,0,1
1004,1001631,P00218742,F,51-55,C,0,5
1005,1001632,P00288942,M,26-35,B,0,1
1006,1001632,P00241242,M,26-35,B,0,1
1007,1001632,P00022942,M,26-35,B,0,5
1008,1001632,P00289542,M,26-35,B,0,8
1009,1001635,P00195742,M,26-35,B,0,3
1010,1001635,P00054042,M,26-35,B,0,18
1011,1001635,P00220942,M,26-35,B,0,18
1012,1001635,P00239642,M,26-35,B,0,5
1013,1001640,P00247542,M,36-45,C,0,8
1014,1001641,P00117442,M,26-35,C,0,5
1015,1001643,P00200242,M,46-50,C,0,8
1016,1001645,P00122542,F,18-25,B,1,11
1017,1001645,P00342842,F,18-25,B,1,5
1018,1001647,P0099742,M,18-25,B,0,3
1019,1001647,P00316842,M,18-25,B,0,4
1020,1001647,P00309342,M,18-25,B,0,16
1021,1001648,P00071442,M,51-55,B,1,15
1022,1001655,P00255842,M,18-25,C,1,16
1023,1001659,P00179342,F,18-25,C,1,11
1024,1001666,P00212842,M,26-35,B,0,8
1025,1001666,P00128942,M,26-35,B,0,1
1026,1001667,P00020542,M,51-55,B,0,18
1027,1001675,P00244142,F,26-35,B,1,1
1028,1001675,P00266642,F,26-35,B,1,1
1029,1001676,P00227842,M,18-25,B,0,2
1030,1001676,P00189742,M,18-25,B,0,2
1031,1001676,P00223242,M,18-25,B,0,5
1032,1001680,P00116442,M,26-35,A,1,5
1033,1001680,P00286642,M,26-35,A,1,11
1034,1001680,P00086242,M,26-35,A,1,10
1035,1001680,P00150142,M,26-35,A,1,8
1036,1001680,P00117342,M,26-35,A,1,1
1037,1001680,P00219842,M,26-35,A,1,5
1038,1001680,P00127442,M,26-35,A,1,1
1039,1001680,P00321742,M,26-35,A,1,5
1040,1001680,P00150542,M,26-35,A,1,5
1041,1001680,P00259542,M,26-35,A,1,5
1042,1001683,P00192042,F,26-35,C,0,5
1043,1001683,P00359342,F,26-35,C,0,11
1044,1001685,P00118542,M,36-45,B,0,5
1045,1001685,P00085242,M,36-45,B,0,8
1046,1001685,P00319042,M,36-45,B,0,5
1047,1001685,P00227742,M,36-45,B,0,5
1048,1001685,P00163842,M,36-45,B,0,8
1049,1001685,P00241542,M,36-45,B,0,1
1050,1001694,P00031842,M,26-35,B,1,1
1051,1001697,P00182142,F,18-25,B,0,1
1052,1001697,P00270842,F,18-25,B,0,5
1053,1001701,P00184942,F,26-35,B,0,1
1054,1001706,P00100442,M,26-35,B,1,2
1055,1001707,P00025942,M,51-55,C,1,8
1056,1001712,P00026242,M,26-35,B,0,8
1057,1001712,P0097742,M,26-35,B,0,8
1058,1001712,P00295842,M,26-35,B,0,5
1059,1001716,P00144042,M,26-35,B,0,2
1060,1001717,P00312742,F,51-55,B,0,15
1061,1001717,P00035842,F,51-55,B,0,5
1062,1001721,P00047342,M,18-25,C,0,5
1063,1001721,P00023342,M,18-25,C,0,3
1064,1001721,P00197242,M,18-25,C,0,4
1065,1001722,P00345342,M,36-45,C,0,5
1066,1001723,P00110942,M,36-45,C,1,1
1067,1001726,P00218142,M,26-35,B,1,1
1068,1001727,P0095542,M,36-45,B,1,2
1069,1001727,P00167842,M,36-45,B,1,5
1070,1001728,P00191642,M,18-25,C,0,3
1071,1001730,P00294542,F,18-25,C,0,8
1072,1001733,P00293542,M,18-25,B,1,8
1073,1001733,P00119242,M,18-25,B,1,18
1074,1001733,P00242042,M,18-25,B,1,8
1075,1001733,P00189242,M,18-25,B,1,5
1076,1001733,P00117542,M,18-25,B,1,18
1077,1001734,P00271242,M,46-50,B,1,8
1078,1001737,P00251942,M,36-45,B,0,1
1079,1001737,P00059742,M,36-45,B,0,1
1080,1001740,P00278642,M,55+,C,0,5
1081,1001741,P00178942,M,36-45,A,1,5
1082,1001741,P00323942,M,36-45,A,1,8
1083,1001741,P00174542,M,36-45,A,1,11
1084,1001741,P00324242,M,36-45,A,1,15
1085,1001741,P00187342,M,36-45,A,1,4
1086,1001741,P00000642,M,36-45,A,1,1
1087,1001741,P00066242,M,36-45,A,1,1
1088,1001741,P00286842,M,36-45,A,1,5
1089,1001744,P00356742,M,36-45,C,0,5
1090,1001746,P00151342,M,26-35,C,1,7
1091,1001748,P00116142,M,51-55,A,1,10
1092,1001748,P00120242,M,51-55,A,1,8
1093,1001749,P00030042,M,26-35,B,1,8
1094,1001752,P00255842,M,26-35,B,0,16
1095,1001752,P00085942,M,26-35,B,0,2
1096,1001752,P00364842,M,26-35,B,0,5
1097,1001753,P00030742,M,36-45,B,0,1
1098,1001755,P00278642,F,18-25,B,0,5
1099,1001757,P00074642,M,26-35,B,0,5
1100,1001757,P00127642,M,26-35,B,0,1
1101,1001757,P00049142,M,26-35,B,0,1
1102,1001758,P00111842,F,26-35,B,0,8
1103,1001760,P00146742,F,26-35,C,1,1
1104,1001764,P00161142,M,18-25,B,0,11
1105,1001764,P00345142,M,18-25,B,0,5
1106,1001764,P00079742,M,18-25,B,0,1
1107,1001764,P00196442,M,18-25,B,0,5
1108,1001764,P00145842,M,18-25,B,0,4
1109,1001766,P00046742,F,46-50,C,1,1
1110,1001767,P00193642,M,26-35,C,0,2
1111,1001768,P00285542,M,46-50,C,1,8
1112,1001772,P00214442,M,55+,C,0,8
1113,1001776,P00244042,M,26-35,B,1,1
1114,1001776,P00346242,M,26-35,B,1,1
1115,1001776,P00016542,M,26-35,B,1,1
1116,1001776,P00315842,M,26-35,B,1,5
1117,1001776,P00214642,M,26-35,B,1,11
1118,1001778,P00130442,M,18-25,B,0,3
1119,1001778,P00126242,M,18-25,B,0,2
1120,1001780,P00326742,M,36-45,B,0,11
1121,1001780,P0096142,M,36-45,B,0,3
1122,1001780,P00193542,M,36-45,B,0,1
1123,1001785,P00363442,M,18-25,B,0,1
1124,1001789,P00251442,M,0-17,C,0,5
1125,1001793,P00136842,M,26-35,B,0,1
1126,1001793,P00016442,M,26-35,B,0,2
1127,1001794,P00148042,M,26-35,B,0,8
1128,1001796,P00324942,M,51-55,C,1,5
1129,1001796,P00121642,M,51-55,C,1,5
1130,1001796,P00168642,M,51-55,C,1,7
1131,1001797,P00195242,M,36-45,C,0,8
1132,1001797,P00282442,M,36-45,C,0,5
1133,1001798,P00184442,M,46-50,C,1,1
1134,1001809,P00235242,F,26-35,C,1,8
1135,1001812,P00243942,F,26-35,A,1,1
1136,1001812,P00345742,F,26-35,A,1,1
1137,1001820,P00112642,M,26-35,B,1,1
1138,1001820,P00113342,M,26-35,B,1,1
1139,1001825,P00032842,M,26-35,C,1,8
1140,1001825,P00004742,M,26-35,C,1,6
1141,1001827,P00265242,F,26-35,C,0,5
1142,1001833,P00289042,M,18-25,B,0,8
1143,1001833,P00145942,M,18-25,B,0,6
1144,1001834,P00112642,M,36-45,C,0,1
1145,1001835,P00217942,M,26-35,B,0,5
1146,1001835,P00207342,M,26-35,B,0,5
1147,1001835,P00344042,M,26-35,B,0,18
1148,1001835,P00195842,M,26-35,B,0,3
1149,1001836,P00313042,M,26-35,A,0,5
1150,1001836,P00152442,M,26-35,A,0,8
1151,1001837,P00199442,M,26-35,B,0,5
1152,1001837,P00185442,M,26-35,B,0,15
1153,1001837,P00054242,M,26-35,B,0,1
1154,1001839,P00321942,M,18-25,C,0,5
1155,1001842,P00033342,M,18-25,B,0,5
1156,1001842,P00134242,M,18-25,B,0,6
1157,1001842,P00150942,M,18-25,B,0,6
1158,1001845,P00001442,M,26-35,B,1,8
1159,1001851,P00200842,M,26-35,B,1,8
1160,1001851,P00028842,M,26-35,B,1,6
1161,1001851,P00349942,M,26-35,B,1,1
1162,1001851,P00341942,M,26-35,B,1,11
1163,1001851,P00277542,M,26-35,B,1,1
1164,1001851,P00227942,M,26-35,B,1,2
1165,1001852,P00145442,M,26-35,B,0,8
1166,1001854,P00221842,M,26-35,C,0,1
1167,1001855,P00262242,M,18-25,C,0,1
1168,1001855,P00127942,M,18-25,C,0,1
1169,1001858,P00100442,F,18-25,B,0,2
1170,1001859,P00112142,F,26-35,C,1,1
1171,1001860,P00111142,M,55+,C,0,1
1172,1001865,P00363442,F,18-25,B,0,1
1173,1001866,P00051442,M,26-35,A,1,8
1174,1001874,P00121242,M,46-50,B,1,2
1175,1001875,P00114042,M,36-45,A,0,5
1176,1001875,P00299142,M,36-45,A,0,5
1177,1001880,P00127242,M,36-45,B,1,1
1178,1001880,P00057542,M,36-45,B,1,3
1179,1001880,P00274842,M,36-45,B,1,1
1180,1001880,P00105942,M,36-45,B,1,5
1181,1001881,P00148342,M,36-45,A,1,5
1182,1001883,P00150342,F,51-55,B,1,8
1183,1001883,P00054342,F,51-55,B,1,7
1184,1001884,P00105142,M,46-50,B,1,1
1185,1001884,P00084042,M,46-50,B,1,12
1186,1001887,P00111142,M,55+,C,1,1
1187,1001889,P00329442,M,18-25,B,0,5
1188,1001889,P00313342,M,18-25,B,0,5
1189,1001889,P00275842,M,18-25,B,0,2
1190,1001889,P00288942,M,18-25,B,0,1
1191,1001889,P00136742,M,18-25,B,0,1
1192,1001896,P00052842,M,55+,C,1,10
1193,1001896,P00276342,M,55+,C,1,5
1194,1001897,P00213242,F,51-55,A,1,5
1195,1001897,P00366942,F,51-55,A,1,8
1196,1001899,P00127642,F,46-50,A,1,1
1197,1001899,P00118242,F,46-50,A,1,5
1198,1001903,P00110842,M,36-45,B,0,1
1199,1001904,P00303242,M,18-25,B,0,5
1200,1001908,P0009842,M,55+,C,1,8
1201,1001908,P00220442,M,55+,C,1,5
1202,1001908,P00236642,M,55+,C,1,6
1203,1001912,P00246342,M,26-35,A,1,11
